Languages pile into the buses like the Tower of Babel, moving together toward various destinations.	Ang mga wika ay nagtitipon sa mga bus tulad ng Tower of Babel, na lumilipat nang magkasama sa iba't ibang destinasyon.
December fourteen is the date of our vacation to Camarines Sur.	Ikalabing-apat ng Disyembre ang petsa ng bakasyon natin sa Camarines Sur.
If you travel to China, it is best to go with a guide.	Kapag naglakbay ka sa China kailangan mo taga gabay sa iyo.
Some roles require qualifications.	Ang ilang mga tungkulin ay nangangailangan ng mga kwalipikasyon.
You ought to adjust the clock. It's slow.	Dapat iadyast mo ang klak. Huli siya.
Explain yourself.	Ipaliwanag mo ang iyong sarili.
It's due to the lack of oxygen.	Dahil 'yan sa kulang sa oxygen.
I'm here on business.	Narito ako para sa negosyo.
It offers a wide variety of leisure activities, numerous places to see and explore, like museums, galleries, ateliers, theaters, cultural center, ski center, and many adventure activities that attract tourists to this amazing destination.	Nag-aalok ito ng maraming iba't ibang mga aktibidad sa paglilibang, maraming mga lugar upang makita at tuklasin, tulad ng mga museo, mga gallery, mga atelier, sinehan, sentro ng kultura, sentro ng ski, at maraming aktibidad sa pakikipagsapalaran na umaakit sa mga turista sa kamangha-manghang destinasyon.
They weren't true cousins but just close friends.	Hindi sila totoong magpinsan kundi malapit lang na magkaibigan.
The driver took me to an East German-style cafeteria.	Ang drayber, dalhin ako sa isang estilong East German cafeteria.
You are always complaining.	Masyado kang mareklamo.
This is one unmistakable weekend getaway for groups of friends or bonding with your family.	Ito ay isang hindi nagkakamaling weekend getaway para sa mga barkada o bonding ninyong magkapamilya.
I have not read all the books.	Di ko pa nabasa ang lahat ng aklat.
I live in Canada.	Nakatira ako sa Canada.
Are you free next Wednesday?	Libre ka ba sa susunod na Miyerkules?
Stand clear of the doors.	Tayo kayo ng malayo sa mga pintuan.
The Mactan Shrine is a proof that Filipinos do not forget what their first hero did for them.	Ang Mactan Shrine ay isang patunay na hindi nakakalimutan ng mga Pilipino ang nagawa ng kanilang unang bayani para sa kanila.
I am very glad to hear that you speak Scottish Gaelic.	Huwag kalimutan na ang pananagarilyo'y masama sa iyong kalusugan.
It seems that he is telling a lie.	Parang nagsisinungaling siya.
I tag along, my Yak-Traks scraping down through the snow layer to bare rock.	Sumama ako, ang aking mga Yak-Traks na gumasgas sa pamamagitan ng biyebeng patong sa hubad na bato.
So I was reluctant, but given the dearth of options, I was on board.	Kaya nag-aatubili ako, ngunit binigyan ako ng kakulangan ng mga opsyon, ako ay nakasakay.
I leave on Monday.	Lunes ako aalis.
I speak two languages.	Nagsasalita ako ng dalawang wika.
You won.	Nanalo ka.
In order to get to know a person, one merely needs to travel with them for a week.	Para mas makilala mo ang isang tao, kailangan makasama mo sila maglakbay sa isang linggo.
I don't want to go to crowded places.	Ayaw kong pumunta sa siksikang lugar.
He smiled.	Ngumiti siya.
March seven is the date today.	Ikapito ng Marso ang petsa ngayon.
I didn't promise anybody anything.	Wala akong pinangako na kahit ano sa kahit na sino.
Everything you do is based on the choices you make.	Lahat ng ginagagawa mo ay galing sa mga pinagpipilian mo.
How's work going?	Kumusta ang nangyayari sa trabaho?
She leans out of a tired colonial building.	Sumandal siya palabas sa isang pagod na gusali ng kolonya.
I will keep this ticket.	Itatago ko yung tiket na ito.
He spoke very loudly.	Malakas siyang magsalita.
Willarski was going to Moscow and they agreed to travel together.	Pupunta si Willarski ng Moscow at pumayag sila maglakbay ng magkasama.
July thirteen is the date today.	Ikalabing-tatlo ng Hulyo ang petsa ngayon.
Whatever he may say, I won't change my mind.	Kahit ano'ng sabihin niya, hindi magbabago ang isip ko.
What's your favorite language?	Anong paborito mong salita?
Because his family traveled from place to place, Cesar Chavez attended more than thirty schools as a child.	Nakapasok na si Cesar Chavez ng lagpas trenta na paaralan dahil naglalakbay ang magulang niya.
This is my brainchild.	Ito ang aking anak-utak.
I'll call back soon.	Tatawag ako agad.
I followed the instruction manual.	Sinunod ko ang manwal ng pagtuturo.
Traveling by boat is a lot of fun.	Masaya maglakbay sa pamamagitan ng bangka.
There is someone who stole my money.	Mayroong taong nagnakaw ng pera ko.
Oxygen from the air dissolves in water.	Sa tubig natutunaw ang oksihenong galing sa hangin.
I don't like to travel with large groups.	Ayokong maglakbay ng malalaking grupo.
I want chayote in my food.	Gusto ko ng sayote sa aking pagkain.
I do not understand.	Hindi ko naiintindihan.
Shaun gave us a four-wheel drive truck and assigned us a driver and a guide.	Ibinigay sa amin ni Shaun ang isang four-wheel drive na trak at binigyan kami ng driver at gabay.
The pen is broken.	Sira ang panulat.
She is traveling now.	Siya ay naglalakbay ngayon.
An old lady is tutting from the security of her balcony.	Ang isang matandang babae ay nagtuturo mula sa seguridad ng kanyang balkonahe.
Do you have plans next month?	May plano ka ba sa susunod na buwan?
I will drive to Boston tomorrow.	Magmamaneho ako papuntang Boston bukas.
We went skiing, snow tubing, and dogsledding.	Nagpunta kami ng skiing, tubing ng niyebe, at mga aso.
Why don't you tell her directly?	Bakit di mo sabihin sa kanya nang diretso?
My niece is excited toswim.	Sabik na sabik pamangkin kong babae lumangoy.
Gurgle first.	Magmumog ka muna.
If he knows the truth, he will tell us.	Kung alam niya ang katotohanan, sasabihin niya sa atin.
I have vegetable.	Wala akong gulay.
I bought a blue shirt.	Bumili ako ng asul na shirt.
I want to go on a vacation next year in Saint Vincent and the Grenadines.	Gusto ko magbakasyon sa susunod na taon sa San Vicente at ang Kagranadinahan.
It is a gift for my friend.	Regalo ito para sa aking kaibigan.
I know it's a good life.	Alam ko ito ay isang magandang buhay.
Last thursday, he bought mango from the store.	Noong huwebes, bumili sya ng mangga sa tindahan.
I almost left my umbrella on the train.	Kamuntik ko nang nalimutan ang payong ko sa tren.
My friends roll their eyes and offer a mock.	Umiirap ang aking mga kaibigay at binibigyan nila ako ng kutya.
How much is the turnip?	Magkano ang singkamas?
July three is the date today.	Ikatlo ng Hulyo ang petsa ngayon.
Traveling may serve different purposes.	Ang paglalakbay ay maaaring maghatid ng iba't ibang mga layunin.
Portland has a weird way of bringing that out in you.	May kakaibang paraan ang Portland sa pagdadala sa iyo sa labas.
Can you hold this for me?	Maaari mo bang hawakan ito para sa akin?
I was blown away by almost everything I saw.	Ako ay parang tinatangay ng hangin sa halos lahat ng bagay na nakita ko.
Its chocolate covered blueberries eaten at the movies.	Ito ay balot ng tsokolate na blueberries sa mga pelikula.
May thirty is the date today.	Ikatatlompu't ng Mayo ang petsa ngayon.
I want to try Japan's hot baths.	Gusto kong maranasan ang mga mainit na paliguan ng Japan.
Are you not annoyed?	Hindi ka ba naiinis?
I spent the whole day cleaning up the room.	Buong araw ay naglinis ako ng kuwarto.
Tomorrow is my big sister's birthday.	Bukas ang kaarawan ng ate ko.
He's an Engineer.	Siya ay isang inhinyero.
September twenty-two is the date of our vacation to Camarines Sur.	Ikadalawampu't-dalawa ng Septiyembre ang petsa ng bakasyon natin sa Camarines Sur.
Wake us up in time for breakfast.	Gisingin mo kami para sa almusal.
We also bought souvenirs in the airport.	Namili rin kami dito ng pasalubong sa paliparan.
I don't believe they understood.	Isip kong hindi nila naintindihan.
I returned to my dormitory, peeled the t-shirt off my back, put it in a plastic bag, and slung it on top of the clothes in my backpack.	Bumalik ako sa dormitoryo ko, inalis ang t-shirt mula sa likod ko, inilagay ito sa isang plastic bag, at idikit ito sa ibabaw ng mga damit sa aking backpack.
We traveled over a very good road.	Kami ay naglakbay sa isang maayos na kalsada.
I didn't mean it.	Di ko sinadya.
You came too late.	Huli ka na.
He eats nothing other than fruit.	Wala siyang kinakain kundi prutas.
That will be all.	Yun na ang lahat.
Boracay is famous for its white sand.	Sikat ang Boracay dahil sa puti niyang buhangin.
When will it be open in the morning?	Ano oras ito magbubukas ngayong umaga?
July twenty-nine is the date of our vacation to Camarines Sur.	Ikadalawampu't-siyam ng Hulyo ang petsa ng bakasyon natin sa Camarines Sur.
My big brother is excited to travel.	Sabik na sabik kuya ko lumakbay.
It's only a dream.	Pangarap lamang iyon.
We usually eat cooked fish.	Kadalasan, kumakain kami ng isda.
I'll have a cup of tea please.	Maari bang makahingi ng isang tasang tsaa.
Where is the jute?	Nasaan ang saluyot?
A whole library, Barbara?	Isang buong library, Barbara? Is that what I said? Iyan ba ang sinabi ko?
July nineteen is the date of our vacation to Camarines Sur.	Ikalabing-siyam ng Hulyo ang petsa ng bakasyon natin sa Camarines Sur.
Roger traveled from town to town in the west.	Naglakbay si Roger sa bawat bayan sa kanluran.
Do you love pineapple?	Mahilig ka ba sa pinya?
Tom drove Mary to the station.	Si Tom ay nagmaneho kay Mary papunta sa istasyon.
Tom and Mary took the boat out of the water.	Inalis nina Tom at Mary ang bangka sa tubig.
My mom is driving the bus.	Ang nanay ko ang nagmamaneho ng bus.
I didn't think my grandfather should drive.	Sa tingin ko, hindi dapat ang lolo ko ang magmamaneho.
There is a large supermarket.	Mayroong malaking supermarket.
Well never know what they thought as the DC-7s wing split the Constellation open like a can of soup.	Hindi namin malalaman kung ano ang naisip nila nang ang pakpak ng DC-7 ay nagbukas ng Konstelasyon na bukas tulad ng isang lata ng sopas.
Last monday, we bought apple from the store.	Noong lunes, bumili kami ng mansanas sa tindahan.
It was a once-in-a-lifetime experience.	Minsan lamang itong pagkakataong ito.
I like the dog.	Gusto ko yung aso.
We went to Beryl's, a chocolate-selling shop that originated from Penang and got famous in other parts of Malaysia.	Pumunta kami sa Beryl's, isang tindahan ng tsokolate na nagsimula sa Penang at sumikat na rin sa ibang parte ng Malaysia.
Tell us the story from beginning to end.	Mag-istorya ka nang pasimula hanggang katapusan.
Theres nothing wrong with a career break centred on blowing the cobwebs away rather than giving something back.	Wala nang mali sa isang break sa karera na nakasentro sa paghagupit ng mga pakana sa halip na magbigay ng isang bagay pabalik.
The Art in Island is one type of museum but it is different from the usual museums that can be found in the Philippines.	Ang Art in Island ay isang uri ng museo ngunit iba ito sa mga karaniwang museo na matatagpuan sa Pilipinas.
On New Year's Eve, the trains will run all night.	Sa bagong taon, buong gabi aandar ang mga tren.
August five is the date of our vacation to Camarines Sur.	Ikalima ng Agosto ang petsa ng bakasyon natin sa Camarines Sur.
Really?	Totoo?
My cousin is excited to travel.	Sabik na sabik pinsan ko lumakbay.
Did you do your homework by yourself?	Magsarili mo bang ginawa ang homework mo?
Why is this foreigner so furious that my son has no teeth?	Bakit ang dayuhang ito ay galit na galit na ang aking anak ay walang mga ngipin?
It's early.	Maaga pa.
The local noodle shop is now not the same part of Burmese culture.	Ang lokal na noodle shop ay hindi ngayon ang parehong bahagi ng kultura ng Burmese.
Two hundred and fifty dollars or four hundred yen.	Dalawang daan at limampu't dolyar o apat na raang yen.
What time will the next bus come?	Anong oras dadating ang susunod na bus?
Let's start right away.	Magsimula na tayo.
He / She arrived.	Siya ay dumating.
November thirty is the date of our vacation to Camarines Sur.	Ikatatlompu't ng Nobyembre ang petsa ng bakasyon natin sa Camarines Sur.
It was travelling up to 147mph.	Naglalakbay ito hanggang sa 147mph.
I want to go on a vacation next year in Moldova.	Gusto ko magbakasyon sa susunod na taon sa Moldavia.
Go to church.	Magsimba ka.
Where is your ticket?	Nasaan ang iyong tiket?
I want to go on a vacation next year in Belize.	Gusto ko magbakasyon sa susunod na taon sa Belise.
You will have to drive.	Kailangan mo magmaneho.
I am tired after the tour.	Napagod ako pagkatapos ng paglilibot.
I was shaking because I was cold.	Nanginginig ako dahil nilalamig ako.
What is the name of this store?	Ano pangalan nang tindahan na ito?
Which of you was here first?	Sino ang nauna sa inyo?
I have class tomorrow.	May klase ako bukas.
He is tall, but his brother is much taller.	Matangkad siya, pero lalong mas matangkad ang kapatid niyang lalaki.
He ran from the museum quickly.	Mabilis siyang tumakbo galing sa museo.
It is very hot today at Boracay.	Masyadong mainit ngayon sa Boracay.
I don't know.	Hindi ko alam.
That works.	Gumagana yoon.
April four is the date of our vacation to Camarines Sur.	Ikaapat ng Abril ang petsa ng bakasyon natin sa Camarines Sur.
I like apples.	Gusto ko ng mansanas.
Algebra is a branch of mathematics.	Ang alhebra ay isang sangay ng matematika.
Are we going to eat?	Kakain na ba tayo?
Did Tom help his mother yesterday?	Tinulungan ba ni Tomas ang nanay niya kahapon?
I was just about to go to bed when he phoned me.	Mahihiga na sana ako nang tumawag siya.
I need more blankets.	Kailangan ko pa ng mga kumot.
I shouldn't have been driving.	Hindi dapat ako ang nagmamaneho.
A sign, maybe, of good things to come.	Isang tanda, marahil, ng magagandang bagay na darating.
What is your favorite team?	Ano ang paborito mong koponan?
June three is the date today.	Ikatlo ng Hunyo ang petsa ngayon.
I had a great time with some Ukrainians using sign language and vodka.	Nag-enjoy ako kasama ng mga sa ilang Ukrainians gamit ang sign language at vodka.
Do you eat bananas?	Kumakain ka ba ng saging?
You lost?	Natalo ka?
Tell him that I need to talk to him.	Sabihin mo sa kanya na kailangan ko siyang kausapin.
I try.	Sinusubukan ko.
What size?	Anong sukat?
Where else, he asks, can you actually feel like you might have been the first person to stand where youre standing for 10 or a hundred or a thousand years?	Saan pa, nagtatanong siya, maaari mo bang "talagang nararamdaman mo na maaaring ang unang tao na tumayo kung saan ka nakatayo para sa 10 o isang daang o isang libong taon?"
This is just a paperweight.	Ito'y pisapapeles lamang.
We should take care of it for the future generations.	Dapat natin ito ingatan para narin sa mga susunod na henerasyon.
I don't feel like filling out this questionnaire. There are too many items.	Parang ayaw ko sagutan itong questionnaire. Masyadong maraming tanong.
I want to go on a vacation next year in Republic of Macedonia.	Gusto ko magbakasyon sa susunod na taon sa Republika ng Macedonia.
You probably will never come across a hunter.	Marahil ay hindi ka makakakita ng isang mangangaso.
Are you free next year?	Libre ka ba sa susunod na taon?
Why not?	Bakit hindi?
August six is the date of our vacation to Camarines Sur.	Ikaanim ng Agosto ang petsa ng bakasyon natin sa Camarines Sur.
We're in a hurry.	Nagmamadali tayo.
April four is the date today.	Ikaapat ng Abril ang petsa ngayon.
How much is the Chinese cabbage?	Magkano ang petsay?
The man was hiding in a dense forest.	Nagtatago sa mayabong na gubat ang mama.
This is exactly what I've been looking for.	Eksaktong ito ang hinahanap ko.
What do you need this money for?	Saan mo gagamitin ang perang 'to?
And out of Denver, three hours away.	At mula sa Denver, tatlong oras ang layo.
I feel cold.	Nilalamig ako.
I want to drive a car.	Gusto kong magmaneho ng kotse.
Last monday, i bought banana from the store.	Noong lunes, bumili ako ng saging sa tindahan.
He went.	Siya ay pumunta.
Light travels at about 186,000 miles per second.	Ang ilaw ay naglalakbay ng 186,000 milya kada segundo.
Sometimes she talks religion with a visitor, sometimes architecture or the atomic age.	Minsan siya ay nagsasalita ng relihiyon sa isang bisita, minsan arkitektura o ang atomic edad.
He lives close by.	Malapit siyang nakatira.
I live in South Sudan.	Nakatira ako sa Tumag Sudan.
How are you today?	Kumusta ka ngayon?
Lions, elephants, buffalos, hippos, anything.	Lions, elepante, buffalos, hippos, kahit ano.
He ran to the exit.	Tumakbo siya papunta sa labasan.
The air conditioner doesn't seem to work.	Parang di umaandar ang erkon.
She drives to the forest.	Nagmaneho siya papunta sa kagubatan.
Once founded in 2013 by a group of young entrepreneurs has now grown to become the ultimate accommodation to put on your bucketlist.	Sa sandaling itinatag noong 2013 sa pamamagitan ng isang pangkat ng mga batang negosyante ay lumaki na ngayon upang maging tunay na tirahan upang ilagay sa iyong bucketlist.
How is your dinner?	Kumusta ang iyong hapunan?
December twenty-eight is the date today.	Ikadalawampu't-walo ng Disyembre ang petsa ngayon.
The lovely part of the job is all of the people you meet.	Ang kaibig-ibig na bahagi ng trabaho ay ang lahat ng mga taong iyong natutugunan.
There is a desk in this room.	May sulatan sa kuwartong ito.
Tom is going to be back here soon.	Malapit nang bumalik si Tomas.
He ran to the kitchen.	Tumakbo siya papunta sa kusina.
I retreated to the refuge of my children, with whom I speak English.	Tumakas ako sa kanlungan ng aking mga anak, kung kanino ako nagsasalita ng Ingles.
Here, its all around you.	Narito, ito ay nasa paligid mo.
We join Nina for her afternoon purja.	Sumali kami kay Nina para sa kanyang purja sa hapon.
You can take a taxi or bus.	Pwede ka sumakay nang taxi o bus.
which is profoundly different, although they say that the origin of the English phrase is the same.	na kung saan ay lubhang naiiba, kahit na sinasabi nila na ang pinagmulan ng pariralang Ingles ay pareho.
I work in a company.	Nagtatrabaho ako sa isang kumpanya.
Go here!	Dito ka na!
Mother bought two bottles of orange juice.	Bumili si nanay ng dalawang bote ng orange juice.
I like all of them.	Gusto ko lahat sila.
We then headed off on a game drive.	Pagkatapos ay nagtungo kami sa isang game drive.
I couldn't stop.	Hindi ako makatigil.
I want onion in my food.	Gusto ko ng sibuyas sa aking pagkain.
We rode horse-drawn carriages through the glittering snow.	Nagsakay kami ng mga karwahe na nakuha ng kabayo sa pamamagitan ng kumikinang na niyebe.
Take your job seriously.	Seryosohin mo naman ang iyong trabaho.
January eleven is the date of our vacation to Camarines Sur.	Ikalabing-isa ng Enero ang petsa ng bakasyon natin sa Camarines Sur.
We forgot.	Nakalimutan namin.
Where is the unhusked rice?	Nasaan ang ang palay?
Grilled pork is delicious.	Masarap ang inihaw na baboy.
I want to go on a vacation next year in Switzerland.	Gusto ko magbakasyon sa susunod na taon sa Suwisa.
Thank you for listening.	Salamat sa pakikinig.
Would you like to go for a walk?	Gusto mo bang maglakad-lakad?
That's enough!	Tama na yan!
I will try next week.	Susubukan ko sa susunod na linggo.
And what was even more bizarre, my wife, more Sevillian than the Giralda, failed to understand her.	At kung ano ang mas kakaiba, ang aking asawa, higit na Sevillian kaysa sa Giralda, ay hindi siya naunawaan.
In the car, we turned on the radio and blasted "Wake Me Up," by Avicii, whose lyrics about traveling the world without any plans seemed oddly apt, given the circumstances.	Sa kotse, binuksan namin ang radyo at sinabugan ang "Wake Me Up," ni Avicii, na ang mga lyrics tungkol sa paglalakbay sa mundo nang walang anumang mga plano ay tila kakaiba, ayon sa mga pangyayari.
How do you say 'restaurant' in Japanese?	Paano sinasabi ang 'kubeta' sa Hapon?
Do you want to buy pencils?	Gusto mo bumili ng lapis?
the kindness of strangers was pleasing, soul-rewarding even, but not surprising.	ang kagandahang-loob ng mga estranghero ay kalugud-lugod, nakagaganyak sa kaluluwa, ngunit hindi nakakagulat.
A family of four indigenous women and children sat beside me as we waited for the bus.	Isang pamilya ng apat na katutubong babae at mga bata ang nakaupo sa tabi ko habang hinihintay namin ang bus.
Even though the weather did not cooperate, the tour still continued.	Kahit hindi nakipagsang-ayon ang panahon ay tuloy parin ang paglilibot.
One place in tagaytay that is frequently visited where you can bring your family for a picnic.	Dinadayo din ang isang lugar sa tagaytay na maari mong dalahin ang iyong pamilya para mag picnic.
Anything can come in here.	Anuman ang makakapasok dito.
You and I will travel comfortably in my car.	Ikaw at ako ay makakalakbay ng komportable sa aking kotse.
It is a reassuring sign that this night will not be our last.	Ito ay isang tanda na nagbibigay ng katiyakan na ang gabing ito ay hindi magiging huli sa atin.
How much for the rabbitfish?	Magkano para sa samaral?
We got the fruits.	Nakuha namin ang prutas.
Call the ambulance.	Tumawag ka ng ambulansya.
His son.	Lalaking anak niya.
She has a great wish to travel around the world.	May nais siyang maglakbay sa buong mundo.
I want to go on a vacation next year in Lesotho.	Gusto ko magbakasyon sa susunod na taon sa Lesoto.
There are many interesting animals in Australia.	Maraming kaakit-akit na hayop sa Australia.
Her heart was full of joy.	Ang puso niya'y puno nang kaligayahan.
His poetry does not translate into Japanese.	Hindi masalin ang tula niya sa Hapon.
Do not be lazy.	Huwag ka maging tamad.
What is your first word?	Ano ang una mong salita?
I laughed.	Tumawa ako.
My daughter is scared to swim.	Natatakot anak kong babae lumangoy.
Have you checked back your answers?	Nabalikan mo na ba ang iyong mga sagot?
I drank a glass of milk this morning.	Isang basong gatas ang ininom ko sa umaga.
What time are we leaving?	Anong oras tayo aalis?
Where is the pumpkin?	Nasaan ang kalabasa?
But all will agree that a waiter asking for a tip is rude.	Ngunit ang lahat ay sumasang-ayon na ang isang weyter na humihingi ng isang tip ay bastos.
I ran into my friend.	Nakasalubong ko ang kaibigan ko.
I love taking pictures.	Mahilig akong kumuha ng mga litrato.
I am really not fond of animals.	Hindi talaga ako mahilig sa mga hayop.
I will buy a new book.	Bibili ako ng bagong libro.
Daddy! Mommy! Daddy! Mommy! Apollo yelled.	Daddy! Mommy! Daddy! Mommy! Sabi ni Apollo.
This afternoon we will have an interview.	Magkakaroon tayo ng panayam ngayong tanghali.
Did you bring food for the trip?	Nagdala ka ba ng pagkain para sa biyahe?
It takes in an incredible amount of wildlife from a boat.	Kinakailangan sa isang hindi kapani-paniwala na halaga ng mga hayop mula sa isang bangka.
June twenty is the date today.	Ikadalawampu't ng Hunyo ang petsa ngayon.
I want grapes in my food.	Gusto ko ng ubas sa aking pagkain.
There was an old filipino that talked to us.	May isang matandang pilipino na kumausap sa amin.
I bought alcohol and cheese from the store.	Bumili ako ng alak at keso sa tindahan.
Are you ready to start your journey?	Handa na ba kayong pasimulan ang inyong biyahe?
(Ask my wife).	(Tanungin ang aking asawa).
You haven't given me enough change.	Kulang po ang sukli.
Yesterday is my cousin's birthday.	Kahapon ang kaarawan ng pinsan ko.
I come from Holland.	Galing ako sa Holland.
Mary traveled into the future and found that climate change had destroyed all life on Earth.	Naglakbay si Mary sa hinaharap at nalaman niya na ang pagpalit ng klima ang makakasira ng buhay sa daigdig.
Tom asked you a question. Please answer it.	May tinanong sayo si Tom. Paki sagot.
Lapu-Lapu City, Cebu is rich in Philippine history.	Ang Lapu-Lapu City, Cebu ay mayaman sa kasaysayan ng Pilipinas.
Who are those guys?	Sino sila?
Cherries are ripe in June or July.	Hinog ang seresa sa Hunyo o Hulyo.
I will drive to Boston this year.	Magmamaneho ako papuntang Boston ngayong taon.
August sixteen is the date of our vacation to Camarines Sur.	Ikalabing-anim ng Agosto ang petsa ng bakasyon natin sa Camarines Sur.
You promised.	Ipinangako mo.
He ran from the house.	Tumakbo siya galing sa bahay.
That one, Elena says.	Iyon, sabi ni Elena.
Let us go to the mountain.	Punta tayo sa bundok.
Her twenty-six-year-old son still at home and with few employment prospects.	Ang kanyang dalawampu't anim na taong gulang na anak pa rin sa bahay at may ilang mga prospect ng trabaho.
March twenty-four is the date today.	Ikadalawampu't-apat ng Marso ang petsa ngayon.
Please hold the line.	Maghintay lang po kayo sandali.
Last wednesday, we bought mango from the store.	Noong miyerkules, bumili kami ng mangga sa tindahan.
I'm on good terms with the neighbors.	Kasundo ko ang mga kapitbahay ko.
Walk that the cake isnt of sucking the fingers!	Maglakad na ang keyk ay hindi ng gatas ng mga daliri!
The room is spacious.	Maluwag ang kwarto.
December four is the date of our vacation to Camarines Sur.	Ikaapat ng Disyembre ang petsa ng bakasyon natin sa Camarines Sur.
Tom died with a gun in his hand.	Namatay si Tomas nang may hawak na baril.
When shes hungry, shes esmayao, which, if it had a d at the beginning and another between the a and the o at the end, would mean faint".	Kapag siya ay gutom, siya ay "esmayao," kung saan, kung ito ay may isang "d" sa simula at isa pa sa pagitan ng "a" at ang "o" sa dulo, ay nangangahulugang "malabo".
I saw your older brother today.	Nakita ko ang kuya mo sa araw na ito.
Louder, please.	Paki lakasan.
The suites include a comfortable place to sleep with good quality mattresses, cotton sheets, down pillows, curtains for privacy and of course a breathtaking view.	Kasama sa mga suwite ang isang komportableng lugar upang matulog na may mga mahusay na kalidad na kutson, cotton sheet, down pillows, mga kurtina para sa privacy at siyempre isang nakamamanghang tanawin.
I didn't have a good time last Sunday.	Hindi ako sigurado kung kailan siya susunod na pupunta.
The peach tree is beautiful when in flower.	Pagka namumulaklak, maganda ang puno ng milokoton.
The sky was white as salt as we drove.	Ang langit ay kasing-puti ng asin habang nagmamaneho kami.
I'm cleaning my room.	Nililinis ko ang aking kuwarto.
What's new?	Anong bago?
I want to go on a vacation next year in Brazil.	Gusto ko magbakasyon sa susunod na taon sa Brasil.
Will I be happy with that?	Sasaya ba ako sa ganiyan?
November seven is the date of our vacation to Camarines Sur.	Ikapito ng Nobyembre ang petsa ng bakasyon natin sa Camarines Sur.
Their eyes met.	Nagtagpo ang mga mata nila.
He was constantly borrowing money from me.	Lagi na lang siyang humihiram ng pera sa akin.
I took home six ice cream.	Naguwi ako ng anim na aiskrim.
They also have a variety of native animals, birds and plants.	Meron din silang mga sari-saring katutubong hayop, ibon at mga halaman.
Are you hungry?	gutom ka na ba
Undoubtedly he had made enemies among the Filipino bourgeoisie.	Walang dudang nakalikha na siya ng mga kaaway sa hanay ng burgesyang Pilipino.
Maybe I shouldn't drive to the sea.	Siguro hindi dapat ako nagmaneho papunta sa dagat.
It's more fun in Bahamas.	Mas masaya sa Bahamas.
I don't know how to bike.	Hindi ako marunong magbisikleta.
Avocado is the most nutritious fruit in the world.	Avocado ang pinkamasustansyang prutas sa mundo.
Tomorrow we will celebrate my uncle's birthday.	Magdidiwang kami bukas sa kaarawan ng tito ko.
I am going to make a tour of Intramuros this summer.	Ako ay magsasagawa ng paglilibot sa Intramuros sa darating na tag-init.
Could you suggest an alternative date?	Hindi mo ba abot ang mga libro sa shelf?
I wanted to go to a lot of islands.	Gusto ko sana makapunta sa maraming isla.
Other than in the UK and Ireland, I havent ever been asked at immigration to show onward proof.	Maliban sa UK at Ireland, hindi pa ako tinanong sa imigrasyon upang magpakita ng patunay.
How much is the guava?	Magkano ang bayabas?
Which one?	Alin diyan
What kind of vegetable is this?	Anong klaseng gulay ito?
He was walking with a stick in his hand.	Naglalakad siya nang may hawak na stick.
They admire each other.	Kapwa silang naghahangaan.
Try it.	Subukan mo.
I only have a few canned goods at home.	Iilan na lang ang aking delata sa bahay.
Do you know how to play?	Alam mo ba kung paano maglaro?
I will drive to Boston two days from now.	Magmamaneho ako papuntang Boston dalawang araw mula ngayon.
Do you have a problem with this?	May problema ka ba dito?
They were stranded on a deserted island.	Naiwanan sila sa isang pulong walang tao.
I live in Panama.	Nakatira ako sa Panama.
Would anybody like more coffee?	Meron bang gusto pa ng kape?
Just keep driving.	Magpatuloy lamang sa pagmamaneho.
The driver was in a rush.	Ang drayber ay nagmamadali.
Everything is funded by clients.	Ang lahat ay pinondohan ng mga kliyente.
How much does that cost?	Magkano iyan?
My sister sings.	Kumakanta ang aking kapatid.
It's more fun in Nicaragua.	Mas masaya sa Nicaragua.
November twenty is the date of our vacation to Camarines Sur.	Ikadalawampu't ng Nobyembre ang petsa ng bakasyon natin sa Camarines Sur.
I think I understood.	Sa tingin ko naintindihan ko.
I asked for a change.	Nanghingi ako ng sukli.
Afterwards, have this printed.	Pagkatapos, ito ay iyong ipa-print.
We can find the proper station there.	Doon natin matatagpuan ang tamang sakayan.
As goes food, so goes the body.	Tulad ng napupunta pagkain, kaya napupunta ang katawan.
I live in Thailand.	Nakatira ako sa Taylandiya.
Where is the Chinese cabbage?	Nasaan ang petsay?
Where can I charge my phone?	Kailan ako pwedeng magpalit ng telepono?
He will arrive by eight at the latest.	Nagtitibi siya bago mag-aral.
Out of politeness, I tried not to show the huff our failure of communication was putting me in.	Dahil sa pagrerespeto, sinubukan kong huwag ipakita ang aming kabiguan ng komunikasyon na nailagay ako.
November two is the date of our vacation to Camarines Sur.	Ikalawa ng Nobyembre ang petsa ng bakasyon natin sa Camarines Sur.
I bought food for my friends.	Bumili ako ng mga pagkain para sa aking mga kaibigan.
My niece is excited to travel.	Sabik na sabik pamangkin kong babae lumakbay.
Where there is life, there is hope.	Kung saan may buhay, may pag-asa.
A home is more than a mere building.	Ang bahay ay hindi lang basta gusali.
November nineteen is the date of our vacation to Camarines Sur.	Ikalabing-siyam ng Nobyembre ang petsa ng bakasyon natin sa Camarines Sur.
It saved me.	Ito ang nagligtas sa akin.
June six is the date of our vacation to Camarines Sur.	Ikaanim ng Hunyo ang petsa ng bakasyon natin sa Camarines Sur.
Is it far from here?	Malayo ba ito galing dito?
Beryl's sells different kinds of chocolate.	Iba't ibang klase ng tsokolate ang binebenta sa Beryl's.
